Fz,FC3,FC1,FCZ,FC2,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CP1,CPZ,CP2,CP4,P1,Pz,P2,POZ,23,24,25
-1.0254,-2.4902,-2.0996,-3.8086,-3.5645,-6.1035,-4.6875,-5.1758,-4.1016,-5.8105,-5.6152,-7.9102,-9.082,-4.4434,-4.6875,-6.0059,-6.25,-7.4219,-3.418,-5.0781,-6.2012,-4.3945,0.97656,3.9063,-4.3945
0,1.709,-1.1719,1.3184,-0.97656,-0.24414,-1.2695,-0.39063,-1.4648,-1.709,-3.3203,-2.7344,-5.3711,-0.3418,-2.3926,-1.5625,-3.6133,-4.9316,-1.3184,-2.4902,-2.3438,-1.8555,10.742,7.8125,0.48828
-0.58594,-1.9531,-0.14648,-2.7832,-0.19531,-2.9785,-0.78125,-3.3203,-0.58594,-4.1504,-1.1719,-4.6387,-3.6133,-3.6133,-0.29297,-4.4434,-1.5137,-3.1738,-0.29297,-0.87891,-0.39063,-0.83008,2.4414,5.8594,0.48828
-1.5625,2.0508,-0.73242,1.2207,-1.8555,0.63477,-0.78125,1.8555,0.14648,0.83008,-0.14648,0.58594,-3.6133,1.4648,0.29297,1.6602,0.63477,-0.87891,2.3926,1.416,1.709,2.1484,-1.4648,0.48828,-1.4648
-0.63477,-0.24414,-0.73242,-0.73242,-2.1484,-1.2207,-3.5645,-3.5156,-2.7344,-2.6367,-3.3203,-2.5391,-4.3457,-4.7852,-4.2969,-3.8574,-3.125,-4.5898,-4.7363,-5.9082,-4.834,-6.5918,0.48828,0.97656,2.4414
2.3926,4.4434,2.0508,2.832,0,2.3438,-1.6602,0.097656,-1.5137,0.92773,-0.48828,2.7832,0.63477,-0.58594,-1.6113,-0.19531,-0.68359,-1.1719,-1.0742,-2.3926,-1.2695,-3.4668,6.3477,15.625,19.043
-3.6133,-1.3672,-3.8574,-2.2949,-6.25,-4.3945,-7.2266,-5.4199,-6.3477,-3.4668,-6.5918,-2.9297,-4.834,-4.541,-6.4941,-5.4199,-8.0078,-8.6914,-6.25,-8.252,-7.959,-8.7891,0.97656,6.8359,2.9297
-0.29297,-4.8828,-2.832,-5.2246,-2.2949,-5.6152,-4.834,-8.0566,-6.1523,-8.0078,-5.7617,-7.959,-5.6641,-7.7637,-5.127,-10.254,-7.8613,-9.668,-5.8105,-8.1055,-7.7148,-6.4453,4.8828,8.3008,5.3711
-6.8359,-10.303,-11.719,-8.6426,-9.8145,-7.4219,-11.035,-11.377,-12.842,-12.158,-12.256,-10.596,-11.23,-9.5703,-10.938,-11.182,-12.158,-13.037,-8.9355,-11.084,-9.9609,-8.8867,3.418,4.8828,0
-5.6152,-10.645,-9.1309,-9.3262,-7.373,-7.8125,-5.4688,-9.4727,-10.01,-13.232,-9.4727,-10.938,-7.373,-7.2754,-7.6172,-10.059,-8.9844,-9.3262,-5.2246,-7.959,-5.7129,-4.834,0.48828,-3.418,-6.8359
0.097656,-0.58594,-4.1016,-0.73242,-2.0508,3.125,0.39063,0.14648,-5.7617,-4.7852,-3.6621,0.92773,-0.14648,2.3438,-3.0273,-0.92773,-0.53711,1.3184,1.6113,0.48828,3.2227,3.6621,7.8125,4.8828,2.4414
-1.9531,-4.6387,-5.5664,-6.0547,-2.3926,-1.2207,1.3184,-2.9785,-5.4688,-8.3984,-1.6113,2.002,5.7617,-1.7578,-1.7578,-2.9785,0,4.2969,-1.2695,-0.92773,3.9063,1.416,-3.418,0.97656,2.4414
-5.7617,-4.7363,-6.2988,-7.5684,-4.1504,-2.1484,2.7344,-0.97656,-4.541,-6.0059,-1.4648,3.7598,6.543,0.19531,-0.83008,-1.3184,3.8574,9.082,2.7832,2.2949,6.8848,5.3711,0,2.4414,6.8359
-6.9824,-4.9805,-7.0313,-8.0566,-5.9082,-4.0039,3.6621,-0.48828,-4.834,-5.8594,-1.8555,3.418,5.8105,3.6621,0.73242,0.73242,3.7109,8.5938,5.5664,3.9063,7.6172,7.1289,-6.8359,-4.3945,-7.3242
-4.7852,-1.3672,-5.0781,-4.0039,-5.2734,-2.4902,5.9082,3.6133,-2.002,-1.8066,-1.2207,4.4922,1.5625,8.3008,3.125,5.3223,6.0059,9.082,10.059,7.3242,9.4727,10.791,2.9297,3.9063,3.418
-2.832,0.48828,-3.8574,-0.68359,-1.8066,2.4902,5.3711,5.7617,-0.048828,2.0508,1.416,6.543,2.5879,11.475,5.7129,7.5195,8.1055,9.8145,12.744,9.9609,10.107,13.281,5.3711,9.7656,-0.48828
-0.58594,-2.0508,-1.709,0.048828,0.78125,0.48828,4.5898,3.0762,1.0742,1.6113,2.6855,2.6855,-0.73242,9.2773,7.4219,5.5664,4.3945,4.9805,11.377,7.2754,6.3477,9.4727,8.7891,7.8125,-1.4648
6.6406,7.6172,3.4668,8.8867,6.2012,9.1797,7.5684,9.5703,4.4922,6.8848,4.9805,5.8594,-1.2207,13.184,8.5938,8.9355,6.9824,6.0059,14.063,9.1797,8.3008,10.4,15.625,21.484,9.2773
9.4238,9.5703,6.9824,8.8867,7.666,7.5684,8.9355,8.9355,6.6406,5.957,6.0547,3.7109,-0.3418,10.693,9.1309,8.252,5.0293,3.125,11.035,6.4941,4.7363,6.4941,12.207,21.484,10.742
6.0547,5.0781,4.9316,4.1016,2.9785,0.24414,6.7871,4.7363,3.7598,0.92773,1.3184,-2.9297,-5.2246,5.2246,5.3223,2.5391,1.0254,-1.123,7.7637,4.0527,2.6367,5.3711,10.742,18.555,0.97656
2.8809,2.4902,2.2461,0.53711,-0.19531,-3.8574,4.6387,1.3184,0.68359,-3.0273,-1.5625,-5.0781,-6.4941,2.002,2.0508,0.68359,-0.19531,-1.5137,5.5176,2.3926,1.3184,5.6641,5.8594,14.16,2.4414
0.92773,-0.29297,-0.63477,-2.2461,-2.2949,-4.2969,5.0293,-0.048828,-0.3418,-4.1016,-2.3438,-4.0039,-2.2949,0.19531,1.416,-1.0742,-0.92773,-1.2207,3.8086,2.3926,3.2227,6.7871,4.3945,9.2773,-3.9063
-5.7617,-7.0313,-7.0801,-8.7891,-8.0566,-10.107,0.87891,-6.1035,-6.7383,-9.5215,-7.5195,-7.8125,-3.8086,-5.5664,-4.1992,-6.8848,-4.1504,-3.0762,-0.3418,-0.78125,0.14648,4.4922,8.7891,7.8125,-1.9531
-11.523,-14.502,-14.551,-14.502,-12.549,-11.328,-2.9297,-12.939,-12.695,-14.551,-10.547,-8.1055,-0.78125,-8.3008,-9.2773,-10.84,-7.1777,-4.0039,-4.9316,-6.0547,-3.7598,0.19531,0.48828,-0.48828,-1.9531
-15.625,-16.846,-20.068,-15.332,-16.992,-13.916,-7.5195,-15.918,-18.994,-16.504,-15.918,-10.986,-8.6914,-11.67,-16.895,-13.867,-11.426,-9.0332,-10.498,-11.377,-7.5684,-4.1504,-2.4414,0.48828,-9.7656
-10.938,-14.941,-16.504,-10.059,-11.426,-8.7402,-6.5918,-14.551,-16.504,-12.695,-12.012,-7.8125,-4.2969,-10.547,-15.283,-12.5,-9.9121,-7.4219,-10.791,-11.719,-7.5684,-4.9805,0.97656,8.3008,7.3242
-11.963,-16.846,-18.213,-12.891,-13.721,-13.33,-9.2285,-16.504,-18.701,-16.504,-15.674,-13.33,-11.133,-13.672,-17.822,-17.871,-16.406,-14.404,-17.09,-18.457,-14.111,-11.621,-0.48828,3.418,1.9531
-5.8105,-8.0566,-10.645,-4.4434,-7.8613,-6.3477,-1.8066,-6.9824,-11.279,-7.8125,-9.1797,-6.6895,-6.5918,-5.6641,-10.596,-9.1797,-7.0801,-6.6895,-7.9102,-8.5449,-5.127,-1.2207,4.8828,10.254,8.3008
-9.1797,-12.158,-14.453,-9.082,-12.646,-10.352,-6.6406,-13.135,-15.43,-14.111,-14.209,-11.768,-10.547,-12.451,-15.674,-16.504,-15.381,-13.77,-16.455,-17.432,-14.453,-13.867,9.2773,10.742,3.418
-8.9355,-15.479,-14.16,-12.109,-12.646,-12.939,-7.5195,-16.26,-15.918,-18.506,-14.941,-15.381,-11.523,-15.771,-16.357,-19.482,-17.578,-17.188,-18.848,-20.557,-18.164,-18.848,4.3945,3.418,-3.9063
-11.279,-13.965,-15.234,-11.475,-14.502,-10.986,-8.7402,-14.209,-16.602,-16.602,-15.43,-13.379,-11.475,-12.988,-15.771,-16.895,-16.064,-15.674,-15.088,-17.822,-16.504,-15.723,3.418,1.9531,3.9063
-12.402,-14.453,-16.699,-12.598,-15.967,-11.475,-9.7168,-13.623,-17.773,-16.602,-17.334,-12.402,-9.668,-12.744,-17.188,-16.797,-18.896,-17.139,-16.65,-19.678,-19.727,-19.141,2.9297,-2.9297,1.9531
-12.207,-13.721,-15.283,-12.891,-13.916,-13.184,-8.0566,-12.158,-16.602,-16.113,-14.893,-11.328,-6.7871,-11.279,-14.6,-15.625,-13.867,-11.67,-11.572,-14.746,-14.502,-13.135,2.9297,-1.4648,8.7891
-12.939,-18.115,-16.553,-17.383,-15.967,-18.604,-8.252,-16.357,-17.871,-21.533,-16.064,-15.625,-7.1289,-14.014,-14.697,-19.385,-18.066,-14.6,-13.379,-16.65,-15.381,-13.672,0.48828,1.9531,3.9063
-7.5684,-13.77,-11.475,-11.621,-11.621,-13.818,-3.418,-10.889,-12.793,-15.771,-12.207,-11.865,-3.1738,-7.373,-10.107,-13.574,-12.061,-8.7402,-6.8359,-10.352,-8.6426,-5.5176,6.3477,6.3477,9.7656
-10.645,-15.234,-13.965,-14.746,-14.16,-16.309,-6.4453,-12.402,-14.453,-18.115,-14.746,-14.063,-7.2754,-8.4961,-11.67,-15.43,-13.525,-10.4,-7.4707,-11.23,-9.1309,-7.4707,0.48828,-0.97656,9.2773
-15.088,-15.723,-17.48,-14.648,-18.213,-16.748,-9.1309,-12.549,-17.822,-17.822,-18.652,-14.941,-11.621,-8.9355,-15.332,-16.65,-17.188,-14.014,-11.035,-14.941,-12.256,-10.645,-5.3711,-0.97656,0
-7.7637,-12.5,-11.914,-12.256,-10.938,-13.037,-7.3242,-12.793,-14.014,-15.82,-13.33,-13.428,-6.1035,-9.9609,-12.598,-16.309,-12.256,-8.6426,-6.9336,-10.01,-8.4961,-4.541,-0.97656,0.97656,10.254
-7.7637,-12.012,-12.158,-11.914,-12.256,-12.305,-8.3984,-13.623,-15.625,-16.309,-14.6,-12.988,-6.9336,-11.084,-15.186,-16.992,-14.6,-10.498,-9.8145,-13.379,-11.035,-7.6172,4.3945,1.9531,10.254
-5.3223,-8.6426,-9.8633,-9.6191,-10.01,-10.498,-6.7871,-12.402,-14.209,-14.648,-12.402,-10.059,-0.48828,-11.523,-16.064,-15.625,-13.574,-8.4473,-11.963,-14.063,-10.84,-7.959,6.3477,9.7656,18.555
-6.0059,-10.303,-12.354,-11.67,-13.428,-12.402,-10.986,-15.82,-18.359,-18.066,-17.188,-12.793,-3.3691,-17.627,-20.947,-20.996,-18.066,-12.256,-17.383,-20.068,-15.381,-14.209,4.8828,4.3945,11.719
-1.2695,-5.0781,-7.5684,-5.2246,-9.375,-6.3965,-8.3008,-11.035,-14.258,-13.086,-13.721,-7.0801,1.9531,-13.379,-17.969,-16.455,-15.088,-9.4238,-15.918,-17.773,-12.5,-14.355,13.184,16.113,12.695
-5.7129,-10.254,-10.889,-9.5703,-12.891,-10.645,-10.693,-14.99,-18.066,-17.627,-17.773,-12.939,-4.834,-17.383,-20.654,-20.996,-17.432,-12.744,-18.555,-18.799,-15.283,-17.676,8.7891,15.625,8.3008
-2.1484,-10.352,-8.3496,-8.6914,-9.668,-9.2773,-7.4219,-13.574,-13.086,-15.527,-13.379,-11.865,-2.3926,-12.305,-14.014,-16.748,-14.307,-9.4727,-12.256,-13.33,-10.4,-10.742,4.3945,13.672,7.3242
1.3184,-6.2012,-3.9551,-5.4688,-4.6875,-3.9551,-1.7578,-8.1055,-7.2754,-10.742,-7.3242,-5.4688,2.4414,-4.8828,-6.7871,-8.252,-5.0293,-0.73242,-2.4414,-3.8574,-1.6602,-1.5137,0.48828,12.207,8.3008
-0.58594,-6.1035,-5.127,-6.9336,-4.3945,-4.1016,0.43945,-6.9824,-6.8359,-10.059,-5.7617,-3.7109,2.1484,-1.4648,-4.2969,-5.957,-2.6855,0.58594,0.39063,-1.8066,0.14648,-0.14648,8.3008,14.648,14.16
-2.3926,-4.4434,-7.5684,-5.0293,-6.6895,-3.4668,-0.19531,-3.6133,-8.7891,-6.9824,-6.8848,-2.4902,-4.1016,1.4648,-5.5176,-3.9551,-4.4922,-1.6602,1.0742,-2.2461,-1.1719,-0.92773,7.8125,8.3008,7.3242
-1.4648,-6.2988,-6.3477,-6.8848,-4.4922,-5.8105,-0.14648,-6.543,-7.8613,-8.8379,-5.7617,-4.4922,-3.5645,-2.4902,-5.2246,-6.543,-3.418,-2.002,-0.63477,-2.2461,-1.1719,0.048828,3.418,14.16,12.695
1.6113,-2.3438,-3.0273,-0.68359,-2.0508,-0.53711,-0.97656,-2.6855,-4.9316,-2.5879,-2.0508,1.0254,-0.43945,2.002,-2.3926,-0.3418,-0.19531,0.97656,1.709,1.0742,1.9531,1.6113,12.207,15.625,6.8359
0.43945,-6.0547,-5.957,-1.9043,-2.9297,-0.58594,-3.0273,-5.4199,-7.666,-4.3945,-4.2969,-1.8066,-3.9063,-1.416,-5.7617,-2.9297,-3.4668,-3.418,-2.4902,-3.0762,-2.1484,-3.0762,14.16,18.555,12.207
1.123,-6.4453,-6.1523,-2.6855,-2.3438,1.2207,-2.3438,-4.9316,-7.2754,-4.3457,-3.6621,-0.58594,-1.9043,-1.2207,-4.6875,-1.6602,-1.6113,-2.1973,-1.5137,-1.5137,-0.58594,-2.5879,11.719,16.113,8.3008
0.14648,-7.2754,-7.5684,-1.4648,-2.002,2.832,-4.2969,-4.1016,-8.0566,-3.8086,-3.125,2.832,1.123,-0.048828,-3.9551,-0.19531,-1.5137,-0.73242,-1.5137,-1.6113,-1.5137,-3.5645,1.4648,10.254,2.4414
-5.5176,-11.816,-13.135,-7.6172,-7.0313,-3.1738,-5.3711,-9.4238,-14.209,-10.596,-8.8379,-3.0273,-1.6602,-5.6152,-9.6191,-7.0801,-6.8359,-5.4199,-6.2988,-7.2266,-7.8125,-10.645,9.2773,8.7891,7.3242
-4.5898,-11.768,-14.063,-8.3984,-7.3242,-2.7344,-6.3477,-9.1797,-14.063,-10.254,-8.1055,-1.1719,-0.3418,-4.248,-8.2031,-4.1016,-5.8105,-3.2227,-4.4434,-5.2246,-5.6152,-7.959,6.3477,13.672,9.2773
-0.87891,-8.0078,-7.5195,-5.9082,-4.1992,-5.2246,-1.2207,-5.4199,-7.4219,-7.0801,-4.248,-2.002,-1.5625,-0.97656,-2.6367,-0.73242,-1.3184,1.0742,2.1973,0.68359,-0.43945,-0.87891,3.9063,12.207,8.3008
-3.1738,-7.2266,-9.2285,-4.9805,-7.4219,-5.8105,-3.9551,-5.3223,-9.9609,-5.6641,-7.2266,-4.1016,-6.0547,-2.002,-5.7617,-2.1973,-3.8086,-2.8809,-2.3926,-3.8086,-4.5898,-6.1523,8.3008,11.23,11.719
-1.0742,-11.279,-8.5938,-6.6406,-4.7363,-8.2031,-7.8613,-9.5215,-9.0332,-6.7871,-5.5176,-5.3223,-5.9082,-5.4688,-5.6152,-5.1758,-5.3711,-4.5898,-3.8574,-5.5664,-5.5664,-7.2754,10.742,13.184,9.2773
2.0508,-7.1777,-3.6621,-3.4668,0.53711,-3.418,-5.0781,-6.1523,-4.6875,-3.125,0.048828,-0.39063,-1.8066,-4.3457,-1.709,-3.0762,0.29297,1.7578,0.87891,-0.83008,-0.48828,-2.9297,8.7891,10.742,6.8359
-1.5625,-13.574,-8.9844,-7.4707,-3.9063,-6.7871,-8.8867,-11.426,-10.4,-10.4,-5.0781,-4.5898,-5.7617,-8.5938,-7.7637,-8.8379,-5.5664,-3.5156,-5.7617,-8.0078,-7.4707,-10.059,3.9063,1.4648,-0.48828
0.68359,-12.305,-8.5938,-4.7363,-1.9531,-3.125,-10.352,-11.719,-11.572,-9.9121,-4.541,-2.4902,-3.0762,-8.1543,-8.9844,-9.4727,-5.3711,-2.4902,-6.2012,-7.5195,-7.0801,-9.082,3.9063,6.8359,4.3945
-2.2949,-12.5,-11.182,-3.8086,-4.1992,-2.6367,-13.672,-12.842,-15.039,-10.156,-6.6406,-0.97656,-3.6621,-10.498,-12.939,-11.035,-6.1035,-3.0273,-8.8379,-9.8633,-8.9844,-11.865,2.4414,10.254,8.7891
5.5176,-7.0313,-2.3438,0.73242,2.6855,-1.0254,-3.2715,-6.25,-4.2969,-4.1016,1.416,1.8555,3.9063,-3.8574,-1.8066,-3.1738,0.097656,1.0742,-0.58594,-1.0254,-1.2207,-1.8066,1.4648,10.254,6.3477
3.7598,-4.0527,-1.416,1.9531,1.1719,-2.4902,-2.5879,-3.5156,-2.3926,1.0742,2.0996,1.2207,1.123,-1.6113,0.92773,2.0508,3.9063,2.3926,2.9297,4.1016,3.2715,3.0762,2.4414,10.254,6.3477
1.5137,-6.2012,-1.9531,-1.3672,-1.9531,-8.0078,-2.7344,-6.0059,-1.8555,-0.39063,0.97656,-2.1973,0.24414,-3.3691,1.3672,3.2227,1.5625,-0.92773,1.2695,3.2227,1.416,1.7578,3.418,7.8125,7.3242
0.87891,-1.416,-1.8066,4.5898,-0.92773,-2.832,-2.3438,-0.87891,-1.2695,5.4199,0.58594,0.39063,-2.0508,2.2949,2.0996,9.8145,4.6875,0.73242,5.8105,7.6172,3.6133,6.1035,3.418,5.3711,3.418
0.92773,-6.3965,-2.2949,-0.39063,-1.2207,-7.6172,-2.4414,-6.2988,-1.709,1.0254,-0.048828,-5.8105,-4.7852,-2.3926,1.8555,4.9316,1.5625,-3.5156,3.3691,4.2969,-0.097656,3.0273,12.695,5.8594,3.418
1.709,-4.5898,-3.0762,2.2949,0.87891,-3.418,-3.9063,-3.9551,-2.002,4.4922,0.92773,-1.7578,-2.4902,-0.83008,2.3438,6.8359,1.8066,-3.3691,1.6113,2.9297,-1.5625,0.24414,8.3008,12.695,5.8594
1.4648,-9.375,-4.1016,-1.6602,0.48828,-8.2031,-5.3711,-7.9102,-2.7832,-1.2695,-2.2949,-9.7168,-8.8867,-6.2012,0.29297,-0.48828,-3.9063,-10.352,-3.4668,-3.0762,-9.2285,-7.1777,5.8594,7.3242,9.7656
5.8594,-5.4199,-0.97656,4.9805,4.0527,-3.8574,-4.3457,-5.5664,-0.14648,3.1738,1.3672,-6.3965,-8.6426,-4.248,0.83008,2.3438,-2.3926,-9.9121,-4.3945,-3.9551,-9.5703,-7.6172,3.9063,7.3242,2.4414
11.475,3.3203,6.25,15.723,10.059,5.3223,-1.9531,3.125,5.5176,13.525,6.5918,3.4668,-3.9551,3.8086,5.0293,11.035,4.3457,-2.1484,0.68359,0.87891,-3.3691,-1.9531,6.3477,8.7891,12.207
14.404,5.8105,9.9609,17.627,12.744,8.5449,1.2695,4.9805,7.5684,12.695,8.1055,5.8594,-0.24414,3.5645,4.8828,9.4727,5.5176,0.39063,-0.14648,1.5137,-1.416,-2.4902,1.4648,7.3242,14.16
19.238,8.4473,11.768,20.508,17.236,16.309,1.3672,4.2969,7.959,12.158,11.377,10.645,9.1309,2.1973,4.0039,7.2754,6.25,4.4434,-1.709,0.92773,0.68359,-2.3926,7.3242,16.602,21.973
20.557,9.375,11.67,19.043,16.016,18.359,0.92773,2.3926,2.9297,7.5684,7.6172,11.768,10.547,-0.83008,-1.9043,2.3438,5.1758,5.4688,-3.5156,-0.19531,2.002,-1.709,12.207,18.066,20.996
15.381,4.6875,3.5645,10.498,7.0313,11.963,-3.5156,-4.9316,-6.7383,-3.8086,-0.83008,5.3223,5.8594,-7.8613,-11.377,-6.9336,-3.2227,0.48828,-9.7168,-6.6406,-2.9785,-6.543,4.8828,24.414,22.461
15.527,-0.63477,0.14648,4.1016,5.2734,8.6426,-3.8574,-9.9121,-11.084,-11.426,-3.1738,0.87891,6.543,-11.377,-12.891,-11.914,-4.6387,0.39063,-9.0332,-6.4941,-2.2461,-4.1016,18.066,28.809,23.438
9.1797,-4.5898,-5.0293,-3.2227,-0.43945,2.9785,-3.0762,-12.256,-14.355,-15.527,-7.0313,-1.0254,5.0781,-11.084,-13.721,-13.33,-5.6641,-0.29297,-7.8613,-5.6152,-1.7578,-2.8809,16.113,22.949,15.137
-1.0254,-7.7637,-11.377,-8.0078,-9.0332,-6.2012,-5.2734,-9.8633,-15.527,-15.576,-11.475,-4.1992,-3.5645,-8.5938,-13.477,-11.865,-9.5703,-5.7617,-8.7891,-7.5684,-5.4199,-6.1035,19.043,20.508,15.137
0.14648,-6.6895,-7.2754,-5.4199,-2.002,-3.2715,1.123,-4.834,-7.3242,-8.5449,-2.9785,-0.3418,-0.24414,-4.3457,-4.6875,-4.6387,-0.87891,0.92773,-0.78125,0.048828,0.24414,-1.9043,10.254,10.254,15.625
4.6387,-0.83008,-0.83008,2.4902,5.2246,4.834,4.1992,2.3438,2.1484,2.4902,7.959,10.156,5.9082,2.9785,4.0527,6.3477,8.8867,9.1797,5.8105,7.4219,8.0566,4.5898,15.625,15.625,11.719
10.596,10.889,9.082,12.109,13.037,12.158,11.377,12.793,12.402,13.623,15.186,16.016,8.7402,11.328,11.328,14.99,14.941,13.037,10.986,13.232,11.865,7.9102,18.066,20.508,17.578
8.0078,7.1289,7.1289,7.3242,8.7402,7.1777,8.3008,8.252,8.5938,7.666,9.6191,7.7148,2.3438,4.1016,6.5918,7.2266,8.1055,5.5176,5.9082,6.6406,4.9805,2.6855,13.184,14.648,14.16
14.355,11.328,13.037,11.426,12.744,9.668,11.279,10.059,12.305,10.352,13.525,9.9609,7.2266,5.8105,10.01,9.0332,9.8633,7.5195,8.1055,10.352,9.2285,7.2266,16.113,23.926,12.695
9.2773,7.7637,6.8848,3.125,4.7852,1.6113,8.4473,5.4199,4.3457,1.6113,2.3438,0.48828,-0.53711,1.3672,3.4668,1.2695,2.1973,-0.53711,3.7109,5.9082,3.8574,5.3223,15.625,20.02,11.23
3.5645,0.19531,-1.3184,-5.1758,-3.8086,-5.3711,1.0742,-3.3691,-4.6875,-9.9121,-5.8105,-6.5918,-0.92773,-6.5918,-4.6387,-7.0313,-6.543,-6.7871,-2.5879,-0.48828,-1.0254,1.9043,14.16,24.414,12.207
-3.5645,-3.9551,-7.9102,-9.8633,-10.4,-8.5938,-4.6387,-8.0078,-10.84,-14.746,-12.158,-9.8633,-2.5391,-8.8867,-10.498,-10.4,-8.9844,-8.8867,-4.6875,-3.418,-2.6855,1.5137,10.254,14.648,8.7891
-4.4922,-1.6113,-7.5684,-6.9824,-9.375,-4.0039,-4.3945,-3.0273,-8.2031,-8.3008,-10.303,-6.6895,-5.127,-2.5391,-5.9082,-4.5898,-5.4688,-4.5898,1.0742,1.5625,1.7578,7.8125,11.23,19.531,10.254
2.1973,4.5898,0.14648,2.4902,0.68359,4.4434,0.14648,4.6875,2.6367,3.9063,1.6602,4.3457,4.3945,5.3711,5.127,7.4219,5.3223,5.4688,8.8867,10.693,10.742,16.846,13.184,19.531,13.672
6.543,7.2266,6.9824,8.9355,10.059,10.84,0.92773,6.1523,8.9355,12.256,11.23,10.938,10.303,5.1758,9.4727,11.572,14.111,12.354,9.7168,13.428,14.453,18.018,16.113,17.578,17.09
6.5918,8.7891,8.252,12.012,8.8867,9.8633,0.73242,8.3496,10.645,15.479,10.547,10.156,3.7598,5.9082,9.3262,12.988,10.449,7.3242,5.957,7.666,7.8125,9.5215,8.7891,17.09,6.3477
9.8145,10.303,12.451,14.893,12.695,9.2773,4.9316,11.377,15.283,17.48,14.307,9.9609,4.6387,8.1055,12.256,12.988,12.646,8.5938,8.0566,8.4473,9.0332,10.791,9.7656,16.113,11.719
10.791,7.959,12.646,14.551,13.379,9.2285,5.3711,9.2773,14.6,16.553,14.746,10.303,5.3223,4.7852,11.572,10.889,11.23,6.25,4.4434,4.1016,4.2969,4.1992,11.23,16.113,14.648
8.9844,10.938,12.402,16.406,12.646,10.986,4.7363,11.719,12.842,16.895,12.988,11.377,4.834,6.2012,9.9121,9.8633,8.0078,3.9063,2.002,1.3672,0.53711,0.92773,11.23,9.7656,7.3242
14.307,16.895,16.211,21.582,16.699,17.139,8.4473,15.771,15.527,20.947,15.869,16.602,8.4961,11.133,12.549,14.502,14.6,9.8633,9.3262,8.1055,7.666,8.4473,18.066,17.09,17.09
13.33,14.746,14.014,17.334,14.648,16.846,8.0078,12.842,13.184,18.115,15.625,16.553,10.449,11.182,12.549,15.186,14.258,12.256,10.547,10.059,9.5703,11.035,15.625,18.066,15.625
13.623,15.82,14.404,18.311,15.82,17.969,11.279,13.379,13.77,18.359,16.357,17.383,12.842,12.549,14.063,16.748,16.699,14.355,12.939,11.572,11.816,11.279,14.16,18.066,15.625
16.65,19.434,17.383,22.559,20.361,24.17,12.646,16.162,17.773,23.291,21.338,24.512,21.875,15.527,17.09,21.387,23.291,21.729,15.137,15.674,17.969,14.453,16.602,17.578,24.902
13.77,15.039,13.574,18.457,18.408,21.924,6.6895,11.914,14.014,20.996,20.361,23.877,19.238,11.426,14.16,18.945,19.629,18.408,10.156,11.084,13.965,7.6172,11.23,20.996,13.184
12.891,10.059,13.33,13.77,19.58,18.75,7.666,8.5449,13.867,16.406,20.313,19.775,19.678,7.1777,13.77,13.77,19.141,18.604,8.4473,10.059,12.5,6.0059,10.742,12.207,14.648
11.377,9.375,12.354,12.646,16.943,16.846,7.666,8.6914,13.281,14.893,18.408,16.895,11.572,7.1777,13.037,12.598,16.016,13.916,6.7871,8.1543,8.9355,2.832,11.23,17.09,10.742
13.525,13.037,14.307,16.943,19.141,19.922,8.0566,11.865,15.576,18.604,19.971,20.361,10.498,11.377,13.916,16.016,19.531,17.676,10.791,10.986,12.402,7.7637,5.8594,12.207,6.3477
13.867,14.648,15.674,18.213,18.994,19.482,10.889,13.916,16.064,18.945,19.678,19.531,10.107,13.77,15.039,15.82,18.604,16.309,13.184,12.354,12.646,10.303,11.719,7.3242,2.9297
11.67,11.475,13.184,13.77,15.381,12.891,9.6191,10.4,13.086,14.258,15.479,13.623,7.8125,11.377,13.184,11.035,12.891,11.084,11.816,9.375,8.6426,7.959,11.719,6.8359,1.4648
10.742,11.475,13.379,13.184,14.648,9.4238,11.279,9.0332,12.451,13.379,14.063,9.7656,7.5195,9.4727,12.109,8.1543,11.963,9.6191,10.889,8.3008,7.666,6.6406,6.8359,2.4414,7.3242
12.891,12.061,12.939,15.43,13.525,10.352,8.3984,8.252,11.621,13.379,13.232,9.1309,7.1289,9.2285,10.791,8.4473,9.1797,6.7871,9.1797,5.6152,4.7363,3.5645,7.8125,3.9063,4.3945
11.914,8.5449,10.889,11.719,12.061,8.3008,7.2266,4.834,8.7402,8.7402,10.645,6.3477,7.4219,6.8359,7.666,5.0293,5.7617,2.832,5.8105,2.4414,0.97656,-0.73242,7.8125,12.695,7.8125
16.357,10.303,14.893,16.553,18.848,14.502,11.23,9.5215,14.063,15.576,17.578,12.695,13.281,13.086,14.502,11.621,14.404,10.01,13.77,10.01,9.082,7.3242,3.9063,4.3945,11.719
16.406,11.914,14.404,18.75,19.189,16.553,11.377,12.695,15.479,18.359,18.506,15.82,14.063,17.48,17.676,16.113,15.82,12.451,16.748,13.818,13.281,12.598,-3.418,5.8594,2.9297
12.305,5.6152,9.375,9.668,14.014,8.9844,8.252,6.2988,10.059,10.596,11.914,6.5918,9.375,7.7637,11.426,8.3496,10.352,7.0801,9.3262,7.8613,8.3496,5.4199,1.9531,4.8828,4.3945
6.6406,6.1035,5.7129,9.2285,7.0313,3.5645,8.5449,8.1543,7.0801,8.9844,6.9336,3.2227,3.0273,11.279,9.7656,8.9844,8.9355,6.2988,12.256,9.9121,10.01,10.01,9.2773,-3.418,-5.3711
