Fz,FC3,FC1,FCZ,FC2,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CP1,CPZ,CP2,CP4,P1,Pz,P2,POZ
-1.7578,-10.302999999999999,-5.8105,-1.416,-0.24414,0.39063000000000003,-1.2695,-3.8574,-3.7598,-3.2227,-0.48828,0.09765599999999999,3.0273,4.4922,2.2949,-1.0254,-1.2207,-1.7578,4.8828,1.1719,-2.4414,-0.19530999999999998
-5.127000000000001,-7.1777,-6.7871,-0.19530999999999998,-3.2227,-1.123,0.63477,1.8555,-3.2715,-1.5137,-4.834,-2.2949,-4.1992,8.1543,1.4648,-0.3418,-3.9063,-6.1035,3.2715,-1.8555,-6.2988,-4.6387
1.5137,2.2949,2.832,4.248,3.7598,2.8809,11.279000000000002,10.84,5.6152,4.0527,1.9043,0.9277299999999999,1.1719,14.404000000000002,9.5703,4.3457,3.418,1.709,10.645,6.4453,1.8555,3.9063
4.9316,7.1777,6.7871,9.9121,7.3242,5.5664,15.770999999999999,15.380999999999998,10.352,8.7402,6.9824,5.2246,2.2461,18.457,12.939,9.2773,6.7383,4.541,13.280999999999999,9.5703,4.8828,5.7129
2.1484,9.1797,5.6641,7.959,3.8086,3.8086,16.406,16.309,8.252,8.252,3.4668,2.832,-4.2969,17.139,10.449000000000002,8.2031,4.8828,2.002,11.425999999999998,7.6172,3.3691,4.9316
-1.9531,1.0254,0.48828,0.9277299999999999,-0.78125,-2.5391,9.9609,7.4707,1.5137,-0.29297,-0.78125,-3.7109,-7.9102,9.2285,4.834,0.048827999999999996,-0.97656,-3.7598,5.6641,0.5371100000000001,-3.1738,0.0
-2.1484,-0.24414,-2.4414,1.8555,-1.416,0.14648,5.6152,4.3945,-2.2461,-0.3418,-2.5391,-1.3184,-7.666,5.5664,-0.39063000000000003,-0.97656,-3.3691,-5.6152,0.43945,-3.5156,-6.0059,-4.3457
5.4688,1.1719,3.9063,3.6133,6.25,4.2969,8.4473,4.9316,1.8555,1.9531,3.2227,2.1484,0.48828,4.248,3.5645,-1.0742,1.0742,-1.709,1.8066,-0.3418,-2.7832,-1.6113
-0.73242,-2.3438,-3.2227,0.6835899999999999,-1.1719,2.0996,-1.4648,-1.6602,-6.1523,-3.5156,-3.9063,-0.6835899999999999,-5.3223,-1.0742,-5.6641,-5.1758,-5.8594,-6.6895,-7.2266,-6.8848,-8.9844,-6.9824
5.5176,-4.0527,1.6113,2.6855,4.5898,3.5645,-2.4414,-5.6152,-3.7598,-2.6855,1.123,0.6835899999999999,4.9316,-5.8105,-5.0781,-5.9082,-2.1973,-0.78125,-8.5938,-7.2754,-5.1758,-6.4453
12.5,6.9336,10.254000000000001,13.477,12.012,12.255999999999998,3.6621,4.2969,4.1016,6.9824,7.959,9.3262,10.107000000000001,3.0762,1.123,1.7578,5.5664,6.8359,0.73242,0.97656,3.1738,3.0762
9.5215,5.8594,8.5449,10.302999999999999,7.5684,5.2246,1.3184,2.4414,1.9043,2.4902,2.832,1.8555,1.709,-1.3672,-2.3926,-4.1992,-1.8066,-1.5137,-6.0547,-5.7617,-4.1992,-5.6641
12.842,8.3496,13.184000000000001,11.328,9.9121,5.5664,5.1758,3.3691,4.6875,2.6367,4.7852,2.002,3.7109,-1.0254,-0.09765599999999999,-4.6387,0.39063000000000003,1.5137,-3.4668,-3.7598,-2.2461,-2.9297
14.258,9.1797,13.427999999999999,11.425999999999998,9.6191,5.4688,3.8574,2.5879,3.8086,1.9043,4.7363,2.002,4.7852,-2.9297,-2.002,-6.0547,-1.3672,1.0742,-4.9316,-5.4199,-3.5645,-3.7598
10.84,10.547,10.645,11.963,4.4922,2.7344,-0.8789100000000001,0.39063000000000003,-1.123,0.97656,-1.9531,-2.0996,-8.1055,-7.666,-8.6426,-7.372999999999999,-5.4688,-5.0781,-10.352,-9.7656,-8.6914,-8.8867
12.549000000000001,4.7363,11.035,9.8145,7.4219,2.5879,-3.1738,-4.1504,-1.5137,-1.2207,1.8066,-1.8066,-4.4434,-11.23,-7.4219,-8.6426,-2.7832,-2.7344,-10.645,-8.7891,-7.2266,-9.082
9.7656,5.3223,6.9336,12.109000000000002,5.9082,5.8105,-5.9082,-3.2227,-2.6367,3.418,2.0508,3.6133,-2.2461,-7.372999999999999,-6.3477,-1.9531,-1.0254,-1.1719,-8.8379,-6.8848,-4.0527,-5.127000000000001
9.6191,-0.63477,5.957000000000001,7.372999999999999,7.7637,3.9063,-7.959,-9.8145,-3.7109,0.48828,3.3691,1.4648,1.4648,-13.672,-6.7383,-5.7617,-0.58594,-0.5371100000000001,-10.449000000000002,-7.2754,-3.4668,-5.957000000000001
4.3945,-8.252,-1.3184,1.4648,2.5879,0.5371100000000001,-13.574000000000002,-16.455,-9.7168,-4.9316,-0.29297,-1.8555,-0.78125,-17.529,-11.035,-7.6172,-3.6621,-2.3438,-12.5,-9.1309,-4.6387,-6.542999999999999
1.3672,-5.5664,-4.3945,2.6855,0.24414,4.0039,-10.4,-11.865,-9.8633,-1.709,-2.9785,0.19530999999999998,-0.8789100000000001,-9.3262,-8.5938,-2.002,-1.1719,-0.63477,-5.7129,-4.248,-1.6113,-0.9277299999999999
-3.2715,-9.4238,-9.3262,-4.5898,-4.4434,-0.63477,-9.668,-13.037,-12.793,-6.0059,-7.2266,-4.3457,-4.834,-8.7891,-9.2285,-4.6387,-5.0293,-5.0293,-6.2988,-5.7129,-3.1738,-1.709
-7.8125,-13.77,-13.477,-8.0078,-7.666,-2.4414,-10.742,-13.280999999999999,-12.939,-6.8359,-7.7148,-3.0273,-2.6855,-6.6406,-7.3242,-2.9297,-3.8086,-2.9297,-3.5156,-2.2949,-0.8300799999999999,-0.63477
-5.6152,-14.892999999999999,-11.182,-10.595999999999998,-4.6875,-4.7363,-2.5879,-9.9121,-8.0078,-6.7871,-4.4434,-4.0527,-0.24414,-1.6602,0.8789100000000001,-0.8789100000000001,0.43945,-0.24414,5.3223,4.8828,3.6621,6.9824
-8.4473,-14.062999999999999,-12.305,-10.205,-7.666,-6.2988,-0.09765599999999999,-5.6641,-7.6172,-6.4453,-5.2734,-3.2715,-3.5645,4.7363,2.7832,2.3438,0.09765599999999999,-0.78125,9.4727,7.6172,5.2734,10.449000000000002
-5.4688,-10.254000000000001,-8.6426,-6.9336,-2.9785,-1.6113,4.0039,-0.048827999999999996,-3.125,-2.5879,0.5371100000000001,3.2227,3.2227,10.889000000000001,7.8125,7.4707,7.1289,7.4219,16.65,14.453,11.084000000000001,17.48
-12.695,-16.895,-14.550999999999998,-15.43,-9.5703,-9.4238,0.14648,-6.0059,-9.8145,-10.205,-5.8105,-4.4434,-1.3184,4.4434,1.4648,-1.1719,0.14648,-0.14648,9.2773,6.7871,3.2227,9.7656
-8.2031,-9.7656,-9.8145,-9.668,-5.4199,-4.6387,4.9805,-0.43945,-5.2246,-5.5176,-2.0996,-0.8300799999999999,-0.14648,8.1055,4.4922,2.2461,2.8809,2.1484,11.719000000000001,9.4727,6.5918,12.354000000000001
-1.0254,-2.9785,-1.123,-3.5156,2.7832,2.3438,8.4473,4.8828,1.5625,1.123,4.3945,4.8828,6.8848,10.449000000000002,9.082,6.6406,8.4961,7.3242,13.33,12.988,10.889000000000001,12.597999999999999
0.97656,-2.6367,-0.39063000000000003,-3.125,1.0254,-0.14648,6.3477,3.418,0.73242,-0.58594,2.4902,-0.3418,2.0508,9.082,7.4707,4.6875,3.5645,1.7578,9.3262,7.8613,5.2734,7.4219
3.7109,1.3184,3.0762,0.09765599999999999,2.832,-0.19530999999999998,9.5215,5.3711,3.1738,0.8789100000000001,2.1484,-1.2695,-0.24414,9.668,7.1289,4.3457,4.3457,1.9043,9.4238,7.9102,5.5176,9.1309
5.3711,1.5137,4.9805,1.6602,4.7363,3.2227,6.8848,5.2246,4.6875,3.1738,5.4199,3.418,3.5645,7.6172,7.0313,6.1523,7.5195,6.7871,9.2773,8.1055,7.666,9.1797
3.3203,2.002,3.8086,-0.29297,3.2227,-0.58594,6.0547,4.834,5.0781,2.0508,4.6875,3.0273,3.0762,6.1035,7.2754,5.2734,6.0059,5.3223,8.6914,7.3242,7.5684,9.9121
-1.0254,0.8300799999999999,1.416,-1.8066,0.048827999999999996,-2.6855,3.2715,3.3203,1.2695,0.39063000000000003,2.1484,1.1719,0.48828,3.3203,3.3203,2.5391,5.7617,4.7363,6.9336,6.4453,7.8125,11.23
2.0508,1.6113,3.5645,0.0,1.8555,-0.78125,1.5625,1.3672,1.5625,0.6835899999999999,4.541,2.832,1.5625,1.5625,2.0508,2.5879,5.7129,4.8828,4.5898,5.8105,7.0313,7.9102
3.7598,5.9082,4.541,5.5176,2.9297,4.9805,-0.43945,5.3223,1.2207,5.3711,2.6367,5.2246,-1.2207,4.3457,0.78125,5.3711,6.25,5.0781,3.5645,5.127000000000001,6.6895,7.4219
11.67,10.352,11.620999999999999,11.035,9.375,8.9355,2.4902,7.2266,5.7617,8.4961,6.9336,6.4941,3.4668,3.8574,3.5645,6.3477,7.1289,6.0059,3.418,5.0781,6.0059,4.6387
15.918,12.255999999999998,14.795,17.529,14.062999999999999,15.380999999999998,3.2227,8.9355,8.3496,14.404000000000002,9.668,10.84,8.1543,6.5918,5.957000000000001,10.547,8.9355,7.4219,4.7363,7.5684,7.8613,7.4707
8.0566,5.3223,7.7148,10.254000000000001,7.2754,7.3242,-2.3438,2.7832,2.4902,8.0078,2.7832,3.7109,2.0508,0.0,0.8789100000000001,4.1504,4.1992,1.7578,0.9277299999999999,3.4668,3.7109,4.0527
4.541,2.2461,6.1035,7.5195,4.0039,1.9531,-2.3926,1.6602,3.6621,6.9336,2.1973,0.29297,-0.09765599999999999,0.73242,2.8809,4.248,2.4902,-0.58594,2.8809,3.9063,3.0762,3.9551
2.1973,1.0742,4.6875,6.1035,1.6602,0.24414,-2.1484,0.48828,2.4414,6.6895,1.0254,-1.2695,-1.5625,1.1719,2.6367,6.1035,4.1016,0.48828,4.3457,4.9805,4.1016,4.8828
-0.78125,-2.4414,1.8066,2.7832,-0.63477,-2.1973,-3.1738,-1.709,0.14648,5.3223,0.24414,-1.0254,-0.09765599999999999,-0.97656,1.6602,4.9316,2.832,0.09765599999999999,2.5879,2.6367,1.6602,0.73242
-6.1035,-8.5938,-4.1016,-5.0293,-6.1523,-7.8125,-4.1992,-6.4941,-5.0293,-1.6113,-5.0781,-6.6895,-4.0039,-4.9316,-2.832,-2.0508,-4.9805,-7.7637,-4.2969,-4.9316,-7.5684,-8.4961
-7.6172,-11.035,-6.9824,-7.3242,-7.959,-7.3242,-6.2988,-8.3984,-8.6426,-5.0781,-7.5195,-7.5195,-4.1016,-6.542999999999999,-5.4199,-4.1504,-5.5176,-8.252,-4.4922,-6.0547,-8.9355,-8.8867
-4.248,-11.67,-6.4941,-6.2988,-3.125,-4.5898,0.3418,-8.1543,-5.7617,-4.8828,-3.1738,-2.9785,1.4648,-3.0273,-1.123,-1.7578,-2.4902,-4.0527,-0.09765599999999999,-1.9043,-4.8828,-3.6621
-7.666,-16.455,-11.182,-10.937999999999999,-7.9102,-9.375,-2.002,-11.328,-11.328,-10.302999999999999,-8.2031,-8.1055,-4.7363,-4.4434,-5.5664,-6.1523,-6.5918,-8.252,-1.709,-3.8574,-6.8848,-1.416
-0.97656,-11.084000000000001,-6.8848,-6.2012,-3.2715,-3.6621,1.2207,-8.3008,-8.6426,-8.6426,-4.6875,-2.9785,2.0996,-1.0742,-2.832,-4.3457,-2.0508,-2.3926,3.9551,1.7578,-1.2695,5.7129
-6.2012,-9.2773,-10.937999999999999,-6.3477,-7.6172,-3.8086,-1.0742,-6.1523,-12.158,-7.2266,-7.8613,-1.1719,-1.5625,1.2207,-4.9316,-3.3203,-3.9551,-3.0273,3.1738,1.6602,1.0254,8.8379
-6.9336,-8.7891,-10.84,-6.9824,-8.6914,-6.2988,-0.5371100000000001,-4.1016,-12.549000000000001,-8.252,-9.6191,-5.3223,-7.959,0.43945,-5.7129,-5.4199,-4.834,-5.7617,2.3926,1.0742,0.3418,9.9609
-2.9297,-8.7891,-5.9082,-6.2012,-4.6875,-5.6152,2.6855,-5.7129,-8.0078,-8.8379,-5.0781,-5.2734,-1.9531,-0.58594,-2.6367,-4.7363,-3.1738,-2.3926,2.6855,2.4902,2.6367,11.425999999999998
-8.7891,-12.012,-10.985999999999999,-8.9355,-9.1797,-7.372999999999999,-3.0273,-7.372999999999999,-11.23,-10.742,-9.4727,-6.6895,-3.4668,-3.8574,-6.6895,-6.1523,-4.4922,-3.2715,-0.58594,0.048827999999999996,0.6835899999999999,7.959
-6.4453,-7.4219,-6.3477,-3.8574,-5.7129,-5.127000000000001,1.7578,-0.19530999999999998,-4.834,-3.8086,-4.834,-1.9043,0.78125,4.1504,-0.39063000000000003,-0.19530999999999998,0.5371100000000001,0.9277299999999999,4.7852,4.1992,3.8086,9.0332
-8.3008,-8.8379,-7.8125,-6.542999999999999,-8.5938,-9.7168,1.1719,-1.6602,-6.9824,-5.5664,-7.7148,-5.3711,-4.541,1.6113,-2.3926,-3.5645,-4.248,-4.8828,0.78125,0.24414,-1.1719,3.418
-7.959,-10.302999999999999,-8.3008,-9.8633,-7.8613,-13.037,1.3184,-4.3945,-6.8359,-8.7402,-7.2266,-9.5703,-7.0801,-1.0742,-2.2461,-6.8359,-4.541,-5.3711,-0.6835899999999999,-1.3184,-4.1016,-0.09765599999999999
-5.3711,-9.4238,-6.6406,-8.9844,-7.3242,-11.23,-1.1719,-5.1758,-5.957000000000001,-8.6426,-5.957000000000001,-8.4961,-4.1992,-2.832,-2.832,-6.9824,-5.5176,-6.1035,-2.4902,-4.1992,-5.4688,-3.125
-9.3262,-12.890999999999998,-10.693,-12.939,-12.061,-15.869000000000002,-7.372999999999999,-10.645,-11.815999999999999,-12.158,-10.985999999999999,-13.037,-10.059,-8.5449,-9.2285,-10.205,-9.5703,-10.937999999999999,-8.3984,-8.0566,-8.6914,-5.2734
-9.375,-9.8145,-11.620999999999999,-9.4727,-11.523,-9.4238,-11.572000000000001,-9.5215,-13.037,-7.8613,-10.302999999999999,-8.9844,-10.254000000000001,-7.7637,-10.498,-5.127000000000001,-7.2266,-10.059,-9.8145,-8.4473,-8.8867,-8.9844
-4.9316,-7.7148,-7.7637,-4.9805,-6.2988,-5.5664,-12.109000000000002,-7.5195,-8.9844,-3.7598,-6.3965,-6.3965,-8.4961,-7.5195,-8.1055,-2.2461,-6.3477,-9.7656,-9.4238,-7.5195,-8.2031,-8.3008
-1.123,-6.542999999999999,-4.834,-1.709,-2.8809,-2.0996,-13.672,-8.6426,-8.6426,-1.8066,-4.8828,-5.3223,-6.4453,-10.302999999999999,-9.1309,-3.2227,-5.2734,-8.5449,-10.449000000000002,-7.4707,-8.9355,-10.352
-2.0996,-7.3242,-7.3242,-2.2949,-4.5898,-2.4414,-14.795,-10.205,-9.9121,-2.3438,-4.9805,-6.2012,-6.9336,-10.302999999999999,-9.3262,-1.5625,-5.3223,-9.1309,-8.3496,-6.4941,-7.959,-8.3496
-1.4648,-8.3984,-6.1523,-5.9082,-4.6875,-9.3262,-11.035,-12.597999999999999,-8.9844,-6.3477,-6.4941,-13.965,-9.0332,-12.305,-8.0078,-4.4922,-7.959,-12.890999999999998,-7.1289,-6.1035,-8.9844,-5.5176
-8.6426,-14.209000000000001,-14.014000000000001,-12.890999999999998,-13.525,-17.529,-15.527000000000001,-20.508000000000003,-18.213,-15.088,-15.869000000000002,-22.51,-19.287,-18.945,-17.188,-13.915999999999999,-16.699,-21.68,-12.597999999999999,-14.110999999999999,-15.869000000000002,-11.865
-13.232000000000001,-16.064,-18.018,-15.137,-15.527000000000001,-17.773,-15.625,-21.68,-19.824,-16.699,-16.748,-21.094,-16.064,-17.627,-16.895,-14.307,-16.797,-19.727,-13.525,-14.16,-15.332,-10.937999999999999
-13.427999999999999,-14.404000000000002,-16.26,-15.137,-14.502,-15.770999999999999,-10.889000000000001,-16.113,-17.09,-12.158,-14.697000000000001,-16.016,-11.035,-12.061,-12.305,-9.1309,-11.133,-13.623,-8.5449,-8.7891,-9.0332,-5.3223
-10.498,-17.578,-15.967,-14.550999999999998,-10.645,-12.597999999999999,-8.9844,-16.797,-14.355,-11.620999999999999,-8.3984,-10.645,-4.8828,-12.012,-8.8379,-8.1543,-8.1543,-9.1309,-8.3496,-8.0566,-8.1543,-7.0801
-6.2012,-13.135,-8.8867,-6.2012,-1.3184,-2.5391,-2.7344,-7.4219,-4.7852,-0.6835899999999999,2.4902,2.9297,4.0039,-0.29297,0.63477,3.3691,4.6875,5.0781,2.8809,3.7598,4.1504,3.4668
-6.2012,-10.449000000000002,-6.6895,-2.2949,0.8789100000000001,2.4414,-3.125,-1.0254,-0.19530999999999998,4.9805,6.7383,9.0332,5.3711,5.7617,6.2012,9.4727,9.9609,9.2773,8.2031,9.1797,9.1309,7.1289
1.5137,-5.6152,0.5371100000000001,3.4668,9.7168,7.666,2.0996,3.5156,7.6172,10.645,14.16,13.77,13.037,9.8145,14.014000000000001,14.258,14.014000000000001,14.209000000000001,12.207,12.450999999999999,13.33,9.9609
4.0039,0.8300799999999999,4.5898,8.4473,12.450999999999999,10.790999999999999,2.3926,7.5195,9.9121,14.453,16.113,15.527000000000001,10.693,13.037,15.869000000000002,17.773,17.969,16.699,16.162,17.725,16.748,12.5
8.3984,6.542999999999999,9.9609,11.67,13.623,12.109000000000002,6.1035,11.279000000000002,13.965,15.332,17.188,16.211,12.890999999999998,15.82,18.652,18.604,17.725,17.334,17.48,18.701,17.041,12.450999999999999
8.3984,9.3262,10.352,11.767999999999999,10.107000000000001,11.035,2.7832,10.937999999999999,10.595999999999998,14.16,11.767999999999999,12.939,7.3242,13.623,12.793,16.455,14.502,13.184000000000001,12.450999999999999,13.525,12.793,4.3945
9.6191,9.668,10.449000000000002,12.109000000000002,9.1309,9.9609,4.1016,12.207,11.133,13.77,11.719000000000001,13.477,6.8359,14.453,13.720999999999998,17.773,15.088,14.355,15.039000000000001,15.234000000000002,14.014000000000001,7.372999999999999
11.572000000000001,10.790999999999999,12.549000000000001,12.890999999999998,11.23,9.9121,7.3242,14.404000000000002,13.427999999999999,15.234000000000002,14.062999999999999,14.014000000000001,8.0078,16.357,17.188,18.652,15.625,13.379000000000001,16.65,16.309,14.062999999999999,8.0078
13.867,12.793,14.355,16.942999999999998,14.209000000000001,13.33,8.4961,16.553,15.186,19.824,16.992,17.432000000000002,11.133,17.92,17.725,22.07,20.166,17.627,18.701,20.361,18.75,12.549000000000001
6.9336,1.416,7.5684,6.9824,7.5684,2.2949,0.24414,4.5898,9.1797,9.6191,11.815999999999999,7.4219,3.5645,7.372999999999999,11.719000000000001,12.207,11.719000000000001,9.9121,11.67,12.061,10.693,6.4941
8.7891,5.6641,8.3008,11.767999999999999,10.01,7.6172,1.8066,8.9844,10.205,14.502,12.207,9.7656,2.2949,11.767999999999999,12.549000000000001,16.992,14.745999999999999,11.620999999999999,16.162,16.016,14.6,14.209000000000001
10.302999999999999,6.4453,10.889000000000001,14.453,12.061,8.1055,1.709,8.5449,12.207,15.575999999999999,14.6,9.4727,4.2969,10.645,13.818,15.869000000000002,14.940999999999999,10.595999999999998,15.039000000000001,15.722999999999999,14.062999999999999,14.014000000000001
12.012,9.668,13.184000000000001,19.482,16.211,14.209000000000001,1.5625,11.67,14.99,21.973000000000003,19.092,16.504,10.449000000000002,13.574000000000002,16.016,20.85,18.506,14.209000000000001,15.527000000000001,17.285,16.406,14.453
15.575999999999999,11.815999999999999,17.529,19.873,19.971,14.844000000000001,8.1543,14.648,19.287,23.682,21.875,15.770999999999999,9.0332,15.137,19.482,21.729,20.215,14.697000000000001,18.115,20.264,18.604,18.604
14.16,8.8379,14.648,17.383,17.529,13.280999999999999,6.9824,10.985999999999999,17.188,20.752,20.264,13.427999999999999,8.5449,11.767999999999999,17.676,19.629,18.018,13.280999999999999,16.309,18.799,18.213,19.336
11.914000000000001,7.1777,11.133,16.553,13.037,13.085999999999999,3.3691,7.6172,10.547,18.213,15.088,14.258,8.3496,9.1797,10.498,16.846,15.674000000000001,12.061,11.23,14.404000000000002,14.648,14.502
2.4902,-1.8066,0.63477,4.2969,2.832,3.125,-2.9785,-2.4902,0.14648,6.6895,6.1035,4.7852,1.0742,-1.1719,1.3672,5.9082,6.6406,4.3457,3.8574,7.1777,8.3984,11.084000000000001
-6.9336,-11.377,-9.9121,-7.9102,-7.7637,-7.1777,-7.6172,-12.793,-9.668,-6.4941,-4.6875,-5.957000000000001,-2.3438,-10.84,-6.8848,-4.4922,-4.1016,-4.1992,-3.7109,-1.0742,2.6855,5.1758
-9.1309,-14.110999999999999,-12.012,-12.645999999999999,-10.889000000000001,-8.4473,-8.7402,-16.65,-14.502,-11.279000000000002,-8.9355,-7.8613,-1.123,-13.720999999999998,-9.9609,-7.7148,-3.9551,-2.7344,-4.2969,-1.0742,1.8066,4.1016
-8.3496,-12.988,-13.525,-10.84,-10.498,-4.834,-8.0078,-14.648,-14.502,-9.5215,-7.9102,-3.8574,3.7109,-7.9102,-8.2031,-4.1992,-3.2715,-0.48828,-0.78125,1.0742,3.9063,6.8359
-5.4199,-11.815999999999999,-11.425999999999998,-9.1309,-6.6406,-2.1484,-2.2949,-12.061,-10.742,-8.6426,-4.7852,-1.0742,8.4961,-2.9785,-3.3203,-1.0254,0.73242,5.0781,5.5176,5.8594,8.7891,13.037
-8.2031,-13.33,-14.940999999999999,-10.790999999999999,-7.8125,-0.8789100000000001,-0.48828,-8.8379,-11.914000000000001,-8.1543,-4.5898,1.6113,7.8125,2.7344,-1.0742,1.8066,4.2969,7.7148,9.7656,9.6191,12.207,17.188
-8.1543,-12.354000000000001,-13.525,-11.133,-5.7617,-0.19530999999999998,4.3457,-3.5645,-7.1289,-6.6895,-1.123,4.7852,12.890999999999998,8.6426,4.3457,4.7852,5.5664,8.6426,13.477,12.939,13.77,18.799
-5.5176,-10.059,-11.865,-11.425999999999998,-2.3926,-0.048827999999999996,7.2754,-0.63477,-4.4434,-6.3965,0.9277299999999999,5.0781,11.425999999999998,9.5703,7.0313,4.9805,8.0078,10.107000000000001,15.380999999999998,15.722999999999999,16.309,21.68
-8.3984,-9.4727,-11.475,-11.767999999999999,-5.1758,-1.9531,6.8359,0.58594,-4.248,-7.1777,1.2207,5.1758,10.742,10.547,6.4453,4.6875,6.8848,10.547,14.16,14.014000000000001,14.745999999999999,19.092
-4.8828,-1.123,-5.0293,-7.1777,-1.3184,2.4414,14.648,8.2031,2.5879,-2.7832,5.0781,8.8867,12.549000000000001,14.940999999999999,10.889000000000001,8.8379,10.985999999999999,13.720999999999998,16.504,15.43,15.82,18.994
-4.1992,4.6387,-2.9297,-3.4668,-0.8300799999999999,6.25,14.16,12.597999999999999,3.418,1.8555,4.0039,10.937999999999999,11.328,17.92,9.375,9.4238,9.8633,13.085999999999999,14.6,12.109000000000002,12.305,13.33
-1.6602,7.2754,-0.63477,-0.63477,1.3672,9.5703,13.085999999999999,13.33,4.3457,3.9063,6.0059,14.745999999999999,13.135,17.383,9.3262,9.082,9.8145,13.720999999999998,11.914000000000001,9.5703,11.328,9.5703
4.7363,11.815999999999999,6.542999999999999,4.4922,8.9355,14.110999999999999,18.408,16.748,10.889000000000001,8.1543,13.037,18.701,19.043,19.238,14.209000000000001,11.719000000000001,15.332,19.189,15.722999999999999,13.720999999999998,15.479000000000001,12.744000000000002
5.3711,15.039000000000001,8.8867,10.205,8.6426,14.648,17.822,19.971,11.963,12.744000000000002,13.33,19.873,15.332,23.096,14.697000000000001,15.039000000000001,15.332,18.457,17.432000000000002,15.283,17.09,16.357
11.815999999999999,20.264,16.65,15.625,15.186,17.041,18.799,21.826,19.141,18.652,19.092,21.581999999999997,17.627,23.584,19.775,19.629,20.459,22.851999999999997,20.508000000000003,19.775,22.559,20.752
14.648,26.123,21.631,21.776999999999997,17.773,19.336,20.654,27.344,23.438000000000002,24.951,22.217,24.268,17.822,27.588,23.682,25.342,23.975,23.877,24.072,22.217,23.779,21.533
18.213,32.373000000000005,28.223000000000003,27.881,20.996,19.531,21.484,30.566,28.026999999999997,29.688000000000002,22.656,21.68,14.940999999999999,27.1,24.756,24.658,19.482,16.553,18.359,15.82,15.918,9.7168
24.561,37.012,34.57,34.912,27.002,25.049,20.703000000000003,32.813,31.348000000000003,34.57,26.953000000000003,24.463,16.942999999999998,24.023000000000003,24.219,25.293000000000003,22.217,18.213,17.285,14.844000000000001,14.844000000000001,5.9082
29.346,35.107,37.939,35.449,30.956999999999997,25.342,22.168000000000003,29.688000000000002,32.91,34.082,29.296999999999997,21.875,15.283,20.996,24.365,23.438000000000002,20.703000000000003,15.918,14.110999999999999,11.67,11.572000000000001,0.97656
34.424,36.571999999999996,40.723,39.014,34.766,28.564,23.779,29.932,35.01,35.303000000000004,31.445,22.266,16.992,21.533,24.414,22.754,20.996,15.967,11.719000000000001,10.352,9.5703,-2.0508
32.422,34.375,39.014,39.209,34.424,29.296999999999997,21.776999999999997,28.125,32.422,36.084,30.859,24.219,20.067999999999998,20.215,23.438000000000002,24.365,22.461,17.871,14.16,13.232000000000001,13.379000000000001,4.3945
22.656,24.316,28.76,30.42,25.635,19.434,16.162,19.141,24.706999999999997,29.053,23.193,15.918,10.645,13.965,18.213,18.555,15.283,10.302999999999999,8.9355,8.8379,8.8379,0.9277299999999999
20.801,21.484,26.807,25.781,23.926,17.236,19.043,16.797,22.998,25.879,20.85,12.109000000000002,11.377,13.574000000000002,18.994,16.846,15.527000000000001,10.693,13.33,12.207,12.207,6.0547
9.668,10.4,14.795,14.745999999999999,12.255999999999998,7.1289,11.133,6.542999999999999,12.402000000000001,14.258,11.035,2.8809,4.3457,7.5684,10.790999999999999,9.7168,6.6406,2.6367,9.9121,7.8125,6.6406,4.3457
7.7637,11.23,12.597999999999999,14.648,10.302999999999999,8.3496,13.037,9.375,11.279000000000002,15.674000000000001,10.595999999999998,5.7617,5.7129,11.425999999999998,12.597999999999999,14.745999999999999,10.985999999999999,6.8848,15.332,12.890999999999998,11.67,11.475
3.4668,6.3477,7.5195,9.7168,5.8105,5.8594,8.6914,5.2246,6.0059,9.668,6.2988,3.5156,2.9297,8.3008,8.6426,10.742,8.1055,4.7363,12.305,10.302999999999999,7.4707,7.959
3.5645,1.9531,6.6895,5.8105,6.1523,3.3203,8.2031,2.9785,6.0059,6.9824,8.0566,4.2969,5.5664,8.4961,10.693,9.4238,8.8379,6.4453,14.355,12.5,9.5703,12.939
-1.3184,-2.5879,0.8789100000000001,1.2207,0.8789100000000001,-0.8300799999999999,4.3457,0.78125,2.7832,3.7598,4.1016,3.0762,3.125,6.25,8.2031,6.8359,8.5449,6.9336,13.77,12.354000000000001,10.205,13.965
-7.6172,-6.6406,-5.9082,-2.1484,-6.2012,-5.6641,-0.6835899999999999,-2.5391,-3.5156,-0.048827999999999996,-1.709,0.19530999999999998,-1.123,5.2246,2.9785,4.6875,2.3438,2.9785,9.8145,8.3496,6.8848,9.7168
-5.9082,-5.8594,-5.4688,-0.63477,-5.2734,-4.5898,0.048827999999999996,-2.3438,-4.1504,0.6835899999999999,-1.7578,1.709,-1.2207,6.0059,1.8555,5.0293,3.3203,4.4922,9.668,9.3262,8.3496,11.328
-4.7852,-7.6172,-4.2969,-2.2949,-2.4414,-4.0527,2.002,-4.1016,-2.7832,-0.58594,1.416,2.9297,2.832,4.9316,3.6133,3.6133,5.5176,7.372999999999999,11.035,10.059,10.790999999999999,12.939
-3.9063,-5.127000000000001,-4.6387,-0.14648,-2.9297,-0.97656,3.5156,-1.3184,-3.3691,-0.6835899999999999,0.29297,5.2246,6.3965,7.4219,3.2227,3.7598,3.8574,6.2012,9.4238,8.3984,9.4238,10.547
